appearanceId,collectionKey,scope,terminalStatus,assetStatus,presentationStatus,reasonCodes,missingRelativePaths,slotKey,route,sourceSide,primarySourceItemId,primaryItemLevel,nativeDisplayId,modelPath,skinPath,displayTexturePath,modelSignature,geometryKey,textureKey,displayKey,modelId,syntheticDisplayId,allocationStatus,cameraPreset,shapeClass,extentRatio,radius,cameraLayout,cameraNotes,outlierReasons
201142,appearance.d10671.s26.c2.sc18,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,RANGED,LEFT,2551,1,10671,item\objectcomponents\weapon\bow_2h_crossbow_a_01.m2,item\objectcomponents\weapon\bow_2h_crossbow_a_0100.skin,item\objectcomponents\weapon\bow_2h_crossbow_a_01silver.blp,m2:94f3462a5d7347e1d0f438f21b621f5d552485624a6fee9f8e0350a5cb26fbb0,039b3a7c26cc63cf2c8593d1432522b075ac6924670de4c144352ff55e8ca5dc,d0c1cd1ec9e66368ace8f8456bd0ee9a00fa1b75e3477cee1f594b21339d49a2,a38706004e542fe95be945d83c7aa8866c45f1c3d9c3baf71620c4d026f263da,,,,CROSSBOW,RANGED,5.888312,0.734885,CAMERALESS,,
201143,appearance.d10671.s26.c2.sc19,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,RANGED,LEFT,26756,0,10671,item\objectcomponents\weapon\bow_2h_crossbow_a_01.m2,item\objectcomponents\weapon\bow_2h_crossbow_a_0100.skin,item\objectcomponents\weapon\bow_2h_crossbow_a_01silver.blp,m2:94f3462a5d7347e1d0f438f21b621f5d552485624a6fee9f8e0350a5cb26fbb0,039b3a7c26cc63cf2c8593d1432522b075ac6924670de4c144352ff55e8ca5dc,d0c1cd1ec9e66368ace8f8456bd0ee9a00fa1b75e3477cee1f594b21339d49a2,a38706004e542fe95be945d83c7aa8866c45f1c3d9c3baf71620c4d026f263da,,,,WAND,RANGED,5.888312,0.734885,CAMERALESS,,
201144,appearance.d10672.s26.c2.sc18,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,RANGED,LEFT,4899,25,10672,item\objectcomponents\weapon\bow_2h_crossbow_a_01.m2,item\objectcomponents\weapon\bow_2h_crossbow_a_0100.skin,item\objectcomponents\weapon\bow_2h_crossbow_a_01silver.blp,m2:94f3462a5d7347e1d0f438f21b621f5d552485624a6fee9f8e0350a5cb26fbb0,039b3a7c26cc63cf2c8593d1432522b075ac6924670de4c144352ff55e8ca5dc,d0c1cd1ec9e66368ace8f8456bd0ee9a00fa1b75e3477cee1f594b21339d49a2,a38706004e542fe95be945d83c7aa8866c45f1c3d9c3baf71620c4d026f263da,,,,CROSSBOW,RANGED,5.888312,0.734885,CAMERALESS,,
201145,appearance.d10673.s26.c2.sc18,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,RANGED,LEFT,5546,70,10673,item\objectcomponents\weapon\bow_1h_crossbow_a_01.m2,item\objectcomponents\weapon\bow_1h_crossbow_a_0100.skin,item\objectcomponents\weapon\bow_1h_crossbow_a_01silver.blp,m2:574a14d276851cdb3f578be4d161882c1b6899cf16bbea98a2c6c0e9bc9b6f3d,192d427efeab467fc6a8d2d759037a63767b2ba0592f1c7a9e439b493252f81f,1668db86e38a171969ee89beafbdc36794a0f16303af82ee0f52f0f05e8d72bf,5934eb15d1592c365e972cf46b7ae7e1809773b92fc045c38a7aa004d5edce7c,,,,CROSSBOW,RANGED,2.563904,0.339889,CAMERALESS,,
201147,appearance.d10721.s14.c4.sc6,PUBLIC,READY,READY,SHADOW_READY,READY,,OFFHAND,SHIELD,LEFT,6223,35,10721,item\objectcomponents\shield\shield_crest_b_01.m2,item\objectcomponents\shield\shield_crest_b_0100.skin,item\objectcomponents\shield\shield_crest_b_01silver.blp,m2:51b8103047dccc1498eb9d11bfe645e620458d972a423cad620cf32520b7e1be,19f063dd19aa5960d9e35082ca7b6c808f0001f94f5b3e173df8fa5e5b3da3e7,e2d02288995f8ccc3adfd358ddf7625cde942850fe1e307fa080cb57da6c445d,36ff567c0867cf65856929d86fc99c9fc288d1feb193ef099ea0063f9b5722b4,4037,40042,ACTIVE,SHIELD,SHIELD,6.579702,0.517631,CAMERALESS,,
201148,appearance.d10814.s13.c2.sc14,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,6225,1,10814,item\objectcomponents\weapon\misc_1h_fish_a_01.m2,item\objectcomponents\weapon\misc_1h_fish_a_0100.skin,item\objectcomponents\weapon\misc_1h_fish_a_01blue.blp,m2:e9bdbc29c81a7abecdd82ed88e02cb0468910b384a4f1a9ccf3f57296f7c4f2c,902a491d83e15bebb7c68d17011b405b2f0ad75f2674dc01ee5b44c49b75c5d5,c60a11cb3fd2c669e206f5f5c57c614c04d56d67c4ed782bac2e6dcebca66953,67af3d51106095848ceb23baa3666ccc68d1542d7531c18c8bde23e7ffdb6039,,,,ONE_HAND_SWORD,FLAT,3.406778,0.353046,CAMERALESS,UNKNOWN_WEAPON_FALLBACK_ONE_HAND_SWORD_PRESET,
201149,appearance.d10814.s22.c2.sc14,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,OFFHAND,OFFHAND_WEAPON,LEFT,19485,1,10814,item\objectcomponents\weapon\misc_1h_fish_a_01.m2,item\objectcomponents\weapon\misc_1h_fish_a_0100.skin,item\objectcomponents\weapon\misc_1h_fish_a_01blue.blp,m2:e9bdbc29c81a7abecdd82ed88e02cb0468910b384a4f1a9ccf3f57296f7c4f2c,902a491d83e15bebb7c68d17011b405b2f0ad75f2674dc01ee5b44c49b75c5d5,c60a11cb3fd2c669e206f5f5c57c614c04d56d67c4ed782bac2e6dcebca66953,5a3192debfe03e4f2bcf38d38433896d18ee1497d9acb9e2c6876624fc8448ce,,,,ONE_HAND_SWORD,FLAT,3.406778,0.353046,CAMERALESS,UNKNOWN_WEAPON_FALLBACK_ONE_HAND_SWORD_PRESET,
201150,appearance.d10815.s13.c2.sc14,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,6227,1,10815,item\objectcomponents\weapon\misc_1h_fish_a_01.m2,item\objectcomponents\weapon\misc_1h_fish_a_0100.skin,item\objectcomponents\weapon\misc_1h_fish_a_01green.blp,m2:e9bdbc29c81a7abecdd82ed88e02cb0468910b384a4f1a9ccf3f57296f7c4f2c,902a491d83e15bebb7c68d17011b405b2f0ad75f2674dc01ee5b44c49b75c5d5,5cd87506ed7dd2517d69eb3fab9f7ccc731db2f6537044add380cb66ccda0e47,6afb22f8c2a9f01f5222c4b60d2cb17129783d81368f7e88269e8db78f9ab4ac,,,,ONE_HAND_SWORD,FLAT,3.406778,0.353046,CAMERALESS,UNKNOWN_WEAPON_FALLBACK_ONE_HAND_SWORD_PRESET,
201151,appearance.d10815.s22.c2.sc14,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,OFFHAND,OFFHAND_WEAPON,LEFT,19486,1,10815,item\objectcomponents\weapon\misc_1h_fish_a_01.m2,item\objectcomponents\weapon\misc_1h_fish_a_0100.skin,item\objectcomponents\weapon\misc_1h_fish_a_01green.blp,m2:e9bdbc29c81a7abecdd82ed88e02cb0468910b384a4f1a9ccf3f57296f7c4f2c,902a491d83e15bebb7c68d17011b405b2f0ad75f2674dc01ee5b44c49b75c5d5,5cd87506ed7dd2517d69eb3fab9f7ccc731db2f6537044add380cb66ccda0e47,d100485d031566566cc90e7a5d3d31e916c3b3f41dce0aecc81f4f5cd8f18b0b,,,,ONE_HAND_SWORD,FLAT,3.406778,0.353046,CAMERALESS,UNKNOWN_WEAPON_FALLBACK_ONE_HAND_SWORD_PRESET,
201152,appearance.d10816.s13.c2.sc14,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,6228,1,10816,item\objectcomponents\weapon\misc_1h_fish_a_01.m2,item\objectcomponents\weapon\misc_1h_fish_a_0100.skin,item\objectcomponents\weapon\misc_1h_fish_a_01orange.blp,m2:e9bdbc29c81a7abecdd82ed88e02cb0468910b384a4f1a9ccf3f57296f7c4f2c,902a491d83e15bebb7c68d17011b405b2f0ad75f2674dc01ee5b44c49b75c5d5,a1930df1008110a37595522cac7f754f6fea8e3f1a17b5e5cc8d80b958705430,e7ebc94054c0b4968d0f732fd3faf38275d5f808c0d5a3b446001a7bc7e3cf2f,,,,ONE_HAND_SWORD,FLAT,3.406778,0.353046,CAMERALESS,UNKNOWN_WEAPON_FALLBACK_ONE_HAND_SWORD_PRESET,
201153,appearance.d10816.s22.c2.sc14,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,OFFHAND,OFFHAND_WEAPON,LEFT,19487,1,10816,item\objectcomponents\weapon\misc_1h_fish_a_01.m2,item\objectcomponents\weapon\misc_1h_fish_a_0100.skin,item\objectcomponents\weapon\misc_1h_fish_a_01orange.blp,m2:e9bdbc29c81a7abecdd82ed88e02cb0468910b384a4f1a9ccf3f57296f7c4f2c,902a491d83e15bebb7c68d17011b405b2f0ad75f2674dc01ee5b44c49b75c5d5,a1930df1008110a37595522cac7f754f6fea8e3f1a17b5e5cc8d80b958705430,fddafa48813fad29e8d261676a1cf16dde11336fdcb7a611134672a94e6708bd,,,,ONE_HAND_SWORD,FLAT,3.406778,0.353046,CAMERALESS,UNKNOWN_WEAPON_FALLBACK_ONE_HAND_SWORD_PRESET,
201154,appearance.d10817.s13.c2.sc14,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,6229,1,10817,item\objectcomponents\weapon\misc_1h_fish_a_01.m2,item\objectcomponents\weapon\misc_1h_fish_a_0100.skin,item\objectcomponents\weapon\misc_1h_fish_a_01purple.blp,m2:e9bdbc29c81a7abecdd82ed88e02cb0468910b384a4f1a9ccf3f57296f7c4f2c,902a491d83e15bebb7c68d17011b405b2f0ad75f2674dc01ee5b44c49b75c5d5,85e5f0a5f14d7c7fdfd4a96b0d35d53458119a0baead47361635d2b4f71b5616,8deb39d57d4707282c47a1847e64c99c0664c3f77ba3289bb03c6ca23e4d4364,,,,ONE_HAND_SWORD,FLAT,3.406778,0.353046,CAMERALESS,UNKNOWN_WEAPON_FALLBACK_ONE_HAND_SWORD_PRESET,
201155,appearance.d10817.s22.c2.sc14,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,OFFHAND,OFFHAND_WEAPON,LEFT,19488,1,10817,item\objectcomponents\weapon\misc_1h_fish_a_01.m2,item\objectcomponents\weapon\misc_1h_fish_a_0100.skin,item\objectcomponents\weapon\misc_1h_fish_a_01purple.blp,m2:e9bdbc29c81a7abecdd82ed88e02cb0468910b384a4f1a9ccf3f57296f7c4f2c,902a491d83e15bebb7c68d17011b405b2f0ad75f2674dc01ee5b44c49b75c5d5,85e5f0a5f14d7c7fdfd4a96b0d35d53458119a0baead47361635d2b4f71b5616,addc86fbb6600c064c3e78fe5607b4c65ed517953428ad2d4ec0f51abd807117,,,,ONE_HAND_SWORD,FLAT,3.406778,0.353046,CAMERALESS,UNKNOWN_WEAPON_FALLBACK_ONE_HAND_SWORD_PRESET,
201156,appearance.d10820.s13.c2.sc14,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,6232,1,10820,item\objectcomponents\weapon\misc_1h_flower_b_02.m2,item\objectcomponents\weapon\misc_1h_flower_b_0200.skin,item\objectcomponents\weapon\misc_1h_flower_a_04red.blp,m2:de566106b8e6d9a1d0ba15d50c56a0f5feeac319fd43ad8f2649ff4148e1fdac,f33d3f4373b2a9fe8ae20e8cc8c52bb63250ce8657f0fa6f8c3c4e96c83e75f6,94f868199d086bb3f8b79078413d536f7e412fc3b8498af5e3f86481af83bac6,e0de1734b9c0a74734918b729b0c737fe24c1b7df0936a012ad9ed680e930f48,,,,ONE_HAND_SWORD,COMPACT,1.595712,0.231413,CAMERALESS,UNKNOWN_WEAPON_FALLBACK_ONE_HAND_SWORD_PRESET,
201157,appearance.d10821.s13.c2.sc14,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,6233,1,10821,item\objectcomponents\weapon\misc_1h_flower_b_01.m2,item\objectcomponents\weapon\misc_1h_flower_b_0100.skin,item\objectcomponents\weapon\misc_1h_flower_b_01yellowpurple.blp,m2:8ec5feff1ab3293eda787ac0439281f3350dbf8cff94ecef0b2738eeafad4fa3,bb75a7931c947880f1d799d49d1a536fb86353303883de6c910586f5b1ed14ca,ec15fecad9391315ebedaeffd306429aa61c577376135e10abe64114af33cc12,1fb832d98bf46a3e04f95b87040c260bfcb16eaaadf2d729e2d35e383d18f823,,,,ONE_HAND_SWORD,COMPACT,1.476509,0.338297,CAMERALESS,UNKNOWN_WEAPON_FALLBACK_ONE_HAND_SWORD_PRESET,
201158,appearance.d10822.s13.c2.sc14,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,6234,1,10822,item\objectcomponents\weapon\misc_1h_flower_a_02.m2,item\objectcomponents\weapon\misc_1h_flower_a_0200.skin,item\objectcomponents\weapon\misc_1h_flower_a_02blue.blp,m2:45dc1b998c52d4fc89269a0e0a8277c0b940863e0428b2d0855a79d124d31c89,5423df1961366f0af80ba7d2a38f36b95174ee40f155b384b750175b3d454f4b,e26db675dfc6c618bb6c4f335876596e0b9973a0bcbec1068c7956d01d7f7cd8,a17eb5e79b0b9e52e19da4d06fadcf0ae7334c98752064082099d5314d89391d,,,,ONE_HAND_SWORD,FLAT,2.569674,0.249844,CAMERALESS,UNKNOWN_WEAPON_FALLBACK_ONE_HAND_SWORD_PRESET,
201159,appearance.d10823.s13.c2.sc14,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,6235,1,10823,item\objectcomponents\weapon\misc_1h_flower_a_04.m2,item\objectcomponents\weapon\misc_1h_flower_a_0400.skin,item\objectcomponents\weapon\misc_1h_flower_a_04black.blp,m2:f9a009d2f3ca9880fd6673cd41b47529b334d2b1df061cc30e5e4e8011e8fd97,f2ef7f9f5d172046e503bf11add49649d1ccc33315e4fa8a3a791c38ea74f096,52307afef4e4ac98073ae7ca79d0113d4a4e6b8cc6f08decfd544cc6c840cb0b,1252fe59fcc2ef5bbc4d467af5d57aee15542b62a079bdf0f1f4520254914bf6,,,,ONE_HAND_SWORD,FLAT,2.797146,0.248838,CAMERALESS,UNKNOWN_WEAPON_FALLBACK_ONE_HAND_SWORD_PRESET,
201160,appearance.d10824.s13.c2.sc14,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,6236,1,10824,item\objectcomponents\weapon\misc_1h_flower_a_04.m2,item\objectcomponents\weapon\misc_1h_flower_a_0400.skin,item\objectcomponents\weapon\misc_1h_flower_a_04white.blp,m2:f9a009d2f3ca9880fd6673cd41b47529b334d2b1df061cc30e5e4e8011e8fd97,f2ef7f9f5d172046e503bf11add49649d1ccc33315e4fa8a3a791c38ea74f096,ffe5b2e3c1d6e23aa866234c066122d0d64144352ed028a793700494c576ccb8,35855f8bd3522c581bcbdbccc6159ca062532e72cd290385487f7a8b09ec9770,,,,ONE_HAND_SWORD,FLAT,2.797146,0.248838,CAMERALESS,UNKNOWN_WEAPON_FALLBACK_ONE_HAND_SWORD_PRESET,
201161,appearance.d10825.s13.c2.sc14,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,6237,1,10825,item\objectcomponents\weapon\misc_1h_flower_b_02.m2,item\objectcomponents\weapon\misc_1h_flower_b_0200.skin,item\objectcomponents\weapon\misc_1h_flower_a_04black.blp,m2:de566106b8e6d9a1d0ba15d50c56a0f5feeac319fd43ad8f2649ff4148e1fdac,f33d3f4373b2a9fe8ae20e8cc8c52bb63250ce8657f0fa6f8c3c4e96c83e75f6,52307afef4e4ac98073ae7ca79d0113d4a4e6b8cc6f08decfd544cc6c840cb0b,fc8b513c242b584a959f733bd985ccc9c649c47003cce551cc8fdcd809b73863,,,,ONE_HAND_SWORD,COMPACT,1.595712,0.231413,CAMERALESS,UNKNOWN_WEAPON_FALLBACK_ONE_HAND_SWORD_PRESET,
201167,appearance.d10968.s14.c4.sc6,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,OFFHAND,SHIELD,LEFT,6254,1,10968,item\objectcomponents\shield\shield_rectangle_a_01.m2,item\objectcomponents\shield\shield_rectangle_a_0100.skin,item\objectcomponents\shield\shield_rectangle_a_01ironforgeguard.blp,m2:3433b485cac83110ad77da3a098f3c4b545c8d06a5802334880427b24b911f63,cfbc32941fbf3fb7c793a1316b9373b0174f4ab7c2c1e140ec0347b4da2098fa,f45b710374630ad23c48393631a4fe248028c92e65494d85ec5c7846e19151d8,f3f72322210a7a63e165d11091cf1c59d42bec613c4f080a28ddd8ae48bccdd8,,,,SHIELD,SHIELD,6.752449,0.50018,CAMERALESS,,
201172,appearance.d11165.s17.c2.sc1,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,3191,26,11165,item\objectcomponents\weapon\axe_2h_war_b_01.m2,item\objectcomponents\weapon\axe_2h_war_b_0100.skin,item\objectcomponents\weapon\axe_2h_war_b_01red.blp,m2:0f1cd24efb6aa06b74d95691af67d7c72b9fea4538ac17bd5b2547ca174b9d2b,e65fad0b6ffea467e4dbec2f137882f5a5f0d1d482b540c254f46d93853d82b8,10f7ddfccc49f44a5c58c2cfdca795f997d3e101080e2536cfa0f236e8b43054,f63a2489e4d845de6a8bc3d314ca805afd713205089f6f87f5cafdce7ef879d5,4156,40232,ACTIVE,TWO_HAND_AXE,LONG_AXIS,9.819323,0.757477,CAMERALESS,,
201176,appearance.d11247.s26.c2.sc18,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,RANGED,LEFT,6315,27,11247,item\objectcomponents\weapon\bow_2h_crossbow_a_01.m2,item\objectcomponents\weapon\bow_2h_crossbow_a_0100.skin,item\objectcomponents\weapon\bow_2h_crossbow_a_01silver.blp,m2:94f3462a5d7347e1d0f438f21b621f5d552485624a6fee9f8e0350a5cb26fbb0,039b3a7c26cc63cf2c8593d1432522b075ac6924670de4c144352ff55e8ca5dc,d0c1cd1ec9e66368ace8f8456bd0ee9a00fa1b75e3477cee1f594b21339d49a2,a38706004e542fe95be945d83c7aa8866c45f1c3d9c3baf71620c4d026f263da,4157,40233,ACTIVE,CROSSBOW,RANGED,5.888312,0.734885,CAMERALESS,,
201178,appearance.d11259.s17.c2.sc10,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,6322,1,11259,item\objectcomponents\weapon\stave_2h_flaming_d_01.m2,item\objectcomponents\weapon\stave_2h_flaming_d_0100.skin,item\objectcomponents\weapon\stave_2h_jeweled_d_01green.blp,m2:a7aeb461cb25749c17ddaf5479a010b351d77e1dfc8f099d92136b884f4d3fa4,bf31d41b6c19ce4730356eba0a764b59d11b0564cada73e2a3fadc0939e04f95,37a68808a118183e7d0a15412555080daee1d41041df661418e2e9700fa03085,87c9faa7c258684ef21c2bb34e1dda9900fc1833a951533c7c6153a104f8a9ac,,,,STAFF,FLAT,3.261399,1.73923,CAMERALESS,,
201181,appearance.d11271.s17.c2.sc5,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,6327,37,11271,item\objectcomponents\weapon\mace_2h_spiked_a_01.m2,item\objectcomponents\weapon\mace_2h_spiked_a_0100.skin,item\objectcomponents\weapon\mace_2h_spiked_a_01silver.blp,m2:12fe00e86e2a6c44ca160713947a989a7d03aa5d94468a23751f27586272ac96,78deb7d11d04ed9388de4d104404f2180d2c8079456cb9eb9335ead63e87ad72,7a2cef6ffdd27fa356e3d924cf2908b95a1db32d25cef851d0200e729d7353cc,c1214c0b0a8d1f5c71e9f6593f48fe4630464dd02a60287f4b10f7b29fc3e0af,4082,40108,ACTIVE,TWO_HAND_MACE,FLAT,3.382414,0.677029,CAMERALESS,,
201184,appearance.d11289.s13.c2.sc4,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,6334,1,11289,item\objectcomponents\weapon\mace_1h_flanged_a_02.m2,item\objectcomponents\weapon\mace_1h_flanged_a_0200.skin,item\objectcomponents\weapon\mace_1h_flanged_a_02bronze.blp,m2:696890be9614e4e4ce1056c9a88c8fd413326d260e254e13501bbdaa502040ca,2e3da91a594deca3970b1cb1d75becf002b2e87dc879db845d16c8f690fe3c73,f678f78a6aa97fb1e8e11f967f21280296c2bcf48d606c8bd0861e6829bd188e,258d6557d71e7aead0f6f84627387a41cf2261fa75a908f84728bb11d7c95be9,,,,ONE_HAND_MACE,FLAT,2.6804,0.425132,CAMERALESS,,
201192,appearance.d11410.s23.c4.sc0,PUBLIC,READY,READY,SHADOW_READY,READY,,OFFHAND,HELD_IN_OFFHAND,LEFT,6341,19,11410,item\objectcomponents\weapon\misc_1h_lantern_b_01.m2,item\objectcomponents\weapon\misc_1h_lantern_b_0100.skin,item\objectcomponents\weapon\misc_1h_lantern_b_01silver.blp,m2:0c8acd77870e03da21b81e996d732d657ba35d9beb49a5650cffd25b30be9812,3782bd36aa516f0a74c2f62382711871c2959e97c7bba400f790223a8fc68f1f,c961721bd6b7a6f7e735dcbcc2cbfcc7447e8e69533e3f7dbc85e04d82e45b07,8f6941cbbda9948e4c57c4d9b5b9a4e24bb56d4a6805f1f1403f1bdcdaace031,4158,40234,ACTIVE,ONE_HAND_AXE,HELD_OFFHAND,1.86554,0.338188,CAMERALESS,,
201195,appearance.d11453.s13.c2.sc4,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,6360,25,11453,item\objectcomponents\weapon\misc_1h_fish_a_01.m2,item\objectcomponents\weapon\misc_1h_fish_a_0100.skin,item\objectcomponents\weapon\misc_1h_fish_a_01orange.blp,m2:e9bdbc29c81a7abecdd82ed88e02cb0468910b384a4f1a9ccf3f57296f7c4f2c,902a491d83e15bebb7c68d17011b405b2f0ad75f2674dc01ee5b44c49b75c5d5,a1930df1008110a37595522cac7f754f6fea8e3f1a17b5e5cc8d80b958705430,a0d6a291e26f8b04e60d963fb0b1423799a0522a011f36883ff403e68991695b,4159,40235,ACTIVE,ONE_HAND_MACE,FLAT,3.406778,0.353046,CAMERALESS,,
201204,appearance.d11559.s14.c4.sc6,PUBLIC,READY,READY,SHADOW_READY,READY,,OFFHAND,SHIELD,LEFT,6400,31,11559,item\objectcomponents\shield\shield_crest_a_01.m2,item\objectcomponents\shield\shield_crest_a_0100.skin,item\objectcomponents\shield\shield_crest_a_01gold.blp,m2:7fea2387c4765bfb48679e7276293da358327c7275a3385371df5a8d36a1fae7,d5cef2cf5b6386fe169592c2419e246fb3192bae9271b74bf3d9ef93333a031e,7e09649428642a0b8974f4a28fd1cba415086ab47db711732843de99b4c967c6,7b3be951cab42749bffc696a856862dba232cae8748bcb2c7316f870e29c69d6,4029,40236,ACTIVE,SHIELD,SHIELD,6.250524,0.455472,CAMERALESS,,
201215,appearance.d11919.s23.c4.sc0,PUBLIC,READY,READY,SHADOW_READY,READY,,OFFHAND,HELD_IN_OFFHAND,LEFT,7559,17,11919,item\objectcomponents\weapon\stave_2h_long_a_04.m2,item\objectcomponents\weapon\stave_2h_long_a_0400.skin,item\objectcomponents\weapon\stave_2h_long_a_04dark.blp,m2:8c029db81c2b7096be3997e0b3f4e4f245df13a635f9fe90899facbd66bd1d9c,8d89860a8371cad5ed13238deaf28be03141895d27473e15e7dabfb122f3eff1,47318bb565d5bc927bd7e6299e69bdc1092ff5546da2516d44d86a1574b0bc95,95a5d6613f95d8b582f7be6e7222d952b5bf04d599d106820e541bd179475692,4160,40237,ACTIVE,ONE_HAND_AXE,HELD_OFFHAND,10.927841,0.629608,CAMERALESS,,
201216,appearance.d11925.s14.c4.sc6,PUBLIC,READY,READY,SHADOW_READY,READY,,OFFHAND,SHIELD,LEFT,14852,54,11925,item\objectcomponents\shield\shield_round_a_01.m2,item\objectcomponents\shield\shield_round_a_0100.skin,item\objectcomponents\shield\shield_round_a_01orange.blp,m2:ef6d626e655dec3c73e6191b97eea492414e115d78f9c9bbe694c2cf1cd3c565,04f9d79b40894dc25627621ad756797bfb4d8c949924d26b8e319edde20fa67e,ade12c38ed2ebeb8a5bcc705f45b96853ace32d49ea96d6b055e548f2704159c,b02b83cf0ff989b4c30200711aad701c8f785399337a8ba4c0c111c5c558b953,4035,40238,ACTIVE,SHIELD,SHIELD,4.064099,0.367786,CAMERALESS,,
201223,appearance.d11958.s13.c2.sc4,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,19916,1,11958,item\objectcomponents\weapon\mace_1h_flanged_b_02.m2,item\objectcomponents\weapon\mace_1h_flanged_b_0200.skin,item\objectcomponents\weapon\mace_1h_flanged_b_02green.blp,m2:4b7c248ec23614af4ffd356fa67ed7307fa440470d5b96e6d8285c69a0215627,a07335e1c4bc2c9e136abd772f22f069c4d8274f040b7ffdbde5e882f291a5a1,6e439bb80bbb3245cb51462ed0c69432033eee428a713f42a9ed3c31ee590b8b,1e932ed388cbc814bd110ad055e68ca05c2c9edbe55ff28b855c2244a012ff75,,,,ONE_HAND_MACE,FLAT,2.849683,0.52019,CAMERALESS,,
201229,appearance.d12236.s13.c2.sc4,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,1906,1,12236,item\objectcomponents\weapon\club_1h_torch_a_01.m2,item\objectcomponents\weapon\club_1h_torch_a_0100.skin,item\objectcomponents\weapon\club_1h_torch_a_01.blp,m2:f962f8ebf66b0f2d789316ec8af661e9c5108f730890915dd668cabf1d80f54f,80743de83b0361a088f371564fdcb19bb5e53733e1b71e58431d0f2acab66a28,81f1396e3196b322402c19eb39c596d77beb007f954f1eb4852e55327aa6ef48,2f7fe6503cfdae0c561161baf74302220a8b26d481ee22d373d11fc15cb76091,,,,ONE_HAND_MACE,COMPACT,1.538315,0.862601,CAMERALESS,,
201230,appearance.d12274.s13.c2.sc7,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,12890,1,12274,item\objectcomponents\weapon\sword_1h_long_a_01.m2,item\objectcomponents\weapon\sword_1h_long_a_0100.skin,item\objectcomponents\weapon\sword_1h_long_a_01_v01.blp,m2:17fc9530e35860fb708a303e56b6555855c97f458cc21756841201461c381d6f,1026c356701d4771cc13375f3186527fcb25432c2f3a3ae1328694a445ca463c,a1ffa4c793a7399fce5cc1d9afce701a3aeb3db93e2dc53b384de5149fbf72e9,4f0cf69396a0bd168cc5526eec3daf4cbc7403d85e67c33a08b96ff9b537aaea,,,,ONE_HAND_SWORD,LONG_AXIS,25.93248,0.643891,CAMERALESS,,EXTREME_ASPECT_RATIO
