spellId,name_enUS,creatureIds,skillLine777,hasItemSource,hasQuestSource,hasTrainerSource,decision,collectionId,reasonCode
65917,Magic Rooster,34655,true,true,false,false,ACCEPT,100132,
66087,Silver Covenant Hippogryph,35147,true,true,false,false,ACCEPT,100173,
66088,Sunreaver Dragonhawk,35148,true,true,false,false,ACCEPT,100189,
66090,Quel'dorei Steed,33840,true,true,false,false,ACCEPT,100155,
66091,Sunreaver Hawkstrider,33841,true,true,false,false,ACCEPT,100190,
66122,Magic Rooster,34655,true,false,false,false,EXCLUDE,,INTERNAL_VARIANT_NOT_LEARNED
66123,Magic Rooster,34731,true,false,false,false,EXCLUDE,,INTERNAL_VARIANT_NOT_LEARNED
66124,Magic Rooster,34732,true,false,false,false,EXCLUDE,,INTERNAL_VARIANT_NOT_LEARNED
66846,Ochre Skeletal Warhorse,35169,true,true,false,false,ACCEPT,100141,
66847,Striped Dawnsaber,35168,true,true,false,false,ACCEPT,100184,
66906,Argent Charger,35179,true,true,false,false,ACCEPT,100004,
66907,Argent Warhorse,35180,true,false,false,false,EXCLUDE,,SUPERSEDED_UNUSED_VARIANT
67336,Relentless Gladiator's Frost Wyrm,35362,true,true,false,false,ACCEPT,100168,
67466,Argent Warhorse,35445,true,true,false,false,ACCEPT,100006,
68056,Swift Horde Wolf,35809,true,true,false,false,ACCEPT,100208,
68057,Swift Alliance Steed,35808,true,true,false,false,ACCEPT,100191,
68187,Crusader's White Warhorse,35876,true,true,false,false,ACCEPT,100072,
68188,Crusader's Black Warhorse,35878,true,true,false,false,ACCEPT,100071,
68768,Little White Stallion,36483,false,true,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
68769,Little Ivory Raptor,36484,false,true,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
69395,Onyxian Drake,36837,true,true,false,false,ACCEPT,100143,
71342,Big Love Rocket,38204,true,true,false,false,ACCEPT,100016,
71343,Big Love Rocket,38204,false,false,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
71344,Big Love Rocket,38204,false,false,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
71345,Big Love Rocket,38204,false,false,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
71346,Big Love Rocket,38204,false,false,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
71347,Big Love Rocket,38204,false,false,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
71810,Wrathful Gladiator's Frost Wyrm,38361,true,true,false,false,ACCEPT,100276,
72281,Invincible,38545,false,false,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
72282,Invincible,38545,false,false,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
72283,Invincible,38545,false,false,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
72284,Invincible,38545,false,false,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
72286,Invincible,38545,true,true,false,false,ACCEPT,100128,
72807,Icebound Frostbrood Vanquisher,38695,true,true,false,false,ACCEPT,100126,
72808,Bloodbathed Frostbrood Vanquisher,38778,true,true,false,false,ACCEPT,100041,
73313,Crimson Deathcharger,39046,true,true,false,false,ACCEPT,100070,
74854,Blazing Hippogryph,40165,false,false,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
74855,Blazing Hippogryph,40165,false,false,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
74856,Blazing Hippogryph,40165,true,true,false,false,ACCEPT,100040,
74918,Wooly White Rhino,40191,true,true,false,false,ACCEPT,100275,
75387,Tiny Mooncloth Carpet,40426,false,false,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
75596,Frosty Flying Carpet,40533,true,true,false,false,ACCEPT,100091,
75614,Celestial Steed,40625,true,true,false,false,ACCEPT,100063,
75617,Celestial Steed,40625,false,false,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
75618,Celestial Steed,40625,false,false,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
75619,Celestial Steed,40625,false,false,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
75620,Celestial Steed,40625,false,false,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
75957,X-53 Touring Rocket,40725,false,false,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
75972,X-53 Touring Rocket,40725,false,false,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
75973,X-53 Touring Rocket,40725,true,true,false,false,ACCEPT,100279,
76153,Celestial Steed,40625,false,false,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
76154,X-53 Touring Rocket,40725,false,false,false,false,EXCLUDE,,NOT_PLAYER_MOUNT_SKILL_LINE
