candidateKey,itemSetId,active,presentationStatus,expansion,acquisition,raidTier,pvpSeason,displayLabel,difficulty,medianItemLevel,ruleKey,reasonCode
itemset:522,522,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,68.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:523,523,true,REVIEWED,CLASSIC,PVE,T3,NONE,T3,RAID,88,classic-t3-warrior,REVIEWED_ITEMSET_CLASSIC_T3_NAXX_CLASS_SET
itemset:524,524,true,REVIEWED,CLASSIC,PVE,T3,NONE,T3,RAID,88,classic-t3-rogue,REVIEWED_ITEMSET_CLASSIC_T3_NAXX_CLASS_SET
itemset:525,525,true,REVIEWED,CLASSIC,PVE,T3,NONE,T3,RAID,88,classic-t3-priest,REVIEWED_ITEMSET_CLASSIC_T3_NAXX_CLASS_SET
itemset:526,526,true,REVIEWED,CLASSIC,PVE,T3,NONE,T3,RAID,88,classic-t3-mage,REVIEWED_ITEMSET_CLASSIC_T3_NAXX_CLASS_SET
itemset:527,527,true,REVIEWED,CLASSIC,PVE,T3,NONE,T3,RAID,88,classic-t3-shaman,REVIEWED_ITEMSET_CLASSIC_T3_NAXX_CLASS_SET
itemset:528,528,true,REVIEWED,CLASSIC,PVE,T3,NONE,T3,RAID,88,classic-t3-paladin,REVIEWED_ITEMSET_CLASSIC_T3_NAXX_CLASS_SET
itemset:529,529,true,REVIEWED,CLASSIC,PVE,T3,NONE,T3,RAID,88,classic-t3-warlock,REVIEWED_ITEMSET_CLASSIC_T3_NAXX_CLASS_SET
itemset:530,530,true,REVIEWED,CLASSIC,PVE,T3,NONE,T3,RAID,88,classic-t3-hunter,REVIEWED_ITEMSET_CLASSIC_T3_NAXX_CLASS_SET
itemset:533,533,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,63,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:534,534,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,63,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:535,535,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,63,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:536,536,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,63,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:537,537,true,REVIEWED,CLASSIC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,68.0,classic-pvp-honor,REVIEWED_ITEMSET_CLASSIC_PVP_HONOR_NON_ARENA
itemset:538,538,true,REVIEWED,CLASSIC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,68.0,classic-pvp-honor,REVIEWED_ITEMSET_CLASSIC_PVP_HONOR_NON_ARENA
itemset:539,539,true,REVIEWED,CLASSIC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,68.0,classic-pvp-honor,REVIEWED_ITEMSET_CLASSIC_PVP_HONOR_NON_ARENA
itemset:540,540,true,REVIEWED,CLASSIC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,68.0,classic-pvp-honor,REVIEWED_ITEMSET_CLASSIC_PVP_HONOR_NON_ARENA
itemset:541,541,true,REVIEWED,CLASSIC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,68.0,classic-pvp-honor,REVIEWED_ITEMSET_CLASSIC_PVP_HONOR_NON_ARENA
itemset:542,542,true,REVIEWED,CLASSIC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,68.0,classic-pvp-honor,REVIEWED_ITEMSET_CLASSIC_PVP_HONOR_NON_ARENA
itemset:543,543,true,REVIEWED,CLASSIC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,68.0,classic-pvp-honor,REVIEWED_ITEMSET_CLASSIC_PVP_HONOR_NON_ARENA
itemset:544,544,true,REVIEWED,CLASSIC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,68.0,classic-pvp-honor,REVIEWED_ITEMSET_CLASSIC_PVP_HONOR_NON_ARENA
itemset:545,545,true,REVIEWED,CLASSIC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,68.0,classic-pvp-honor,REVIEWED_ITEMSET_CLASSIC_PVP_HONOR_NON_ARENA
itemset:546,546,true,REVIEWED,CLASSIC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,68.0,classic-pvp-honor,REVIEWED_ITEMSET_CLASSIC_PVP_HONOR_NON_ARENA
itemset:547,547,true,REVIEWED,CLASSIC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,68.0,classic-pvp-honor,REVIEWED_ITEMSET_CLASSIC_PVP_HONOR_NON_ARENA
itemset:548,548,true,REVIEWED,CLASSIC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,68.0,classic-pvp-honor,REVIEWED_ITEMSET_CLASSIC_PVP_HONOR_NON_ARENA
itemset:549,549,true,REVIEWED,CLASSIC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,68.0,classic-pvp-honor,REVIEWED_ITEMSET_CLASSIC_PVP_HONOR_NON_ARENA
itemset:550,550,true,REVIEWED,CLASSIC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,68.0,classic-pvp-honor,REVIEWED_ITEMSET_CLASSIC_PVP_HONOR_NON_ARENA
itemset:551,551,true,REVIEWED,CLASSIC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,68.0,classic-pvp-honor,REVIEWED_ITEMSET_CLASSIC_PVP_HONOR_NON_ARENA
itemset:552,552,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,105,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:553,553,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,105,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:554,554,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,115,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:555,555,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,102,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:556,556,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,111.5,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:557,557,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,100,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:558,558,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,114,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:559,559,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,105.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:560,560,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,96,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:561,561,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,94.5,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:562,562,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,103,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:563,563,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,113.5,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:564,564,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,113.5,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:565,565,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,114,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:566,566,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,115.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:567,567,true,REVIEWED,TBC,PVP,NONE,S1,S1 · 角斗士,RAID,123,tbc-pvp-s1-arena,REVIEWED_ITEMSET_TBC_ARENA_SEASON_1_GLADIATOR
itemset:568,568,true,REVIEWED,TBC,PVP,NONE,S1,S1 · 角斗士,RAID,123,tbc-pvp-s1-arena,REVIEWED_ITEMSET_TBC_ARENA_SEASON_1_GLADIATOR
itemset:569,569,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,114,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:570,570,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,108.5,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:571,571,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,105.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:572,572,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,105.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:573,573,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,112,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:574,574,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,113,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:575,575,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,114,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:576,576,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,106,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:577,577,true,REVIEWED,TBC,PVP,NONE,S1,S1 · 角斗士,RAID,123,tbc-pvp-s1-arena,REVIEWED_ITEMSET_TBC_ARENA_SEASON_1_GLADIATOR
itemset:578,578,true,REVIEWED,TBC,PVP,NONE,S1,S1 · 角斗士,RAID,123,tbc-pvp-s1-arena,REVIEWED_ITEMSET_TBC_ARENA_SEASON_1_GLADIATOR
itemset:579,579,true,REVIEWED,TBC,PVP,NONE,S1,S1 · 角斗士,RAID,123,tbc-pvp-s1-arena,REVIEWED_ITEMSET_TBC_ARENA_SEASON_1_GLADIATOR
itemset:580,580,true,REVIEWED,TBC,PVP,NONE,S1,S1 · 角斗士,RAID,123,tbc-pvp-s1-arena,REVIEWED_ITEMSET_TBC_ARENA_SEASON_1_GLADIATOR
itemset:581,581,true,REVIEWED,TBC,PVP,NONE,S1,S1 · 角斗士,RAID,123,tbc-pvp-s1-arena,REVIEWED_ITEMSET_TBC_ARENA_SEASON_1_GLADIATOR
itemset:582,582,true,REVIEWED,TBC,PVP,NONE,S1,S1 · 角斗士,RAID,123,tbc-pvp-s1-arena,REVIEWED_ITEMSET_TBC_ARENA_SEASON_1_GLADIATOR
itemset:583,583,true,REVIEWED,TBC,PVP,NONE,S1,S1 · 角斗士,RAID,123,tbc-pvp-s1-arena,REVIEWED_ITEMSET_TBC_ARENA_SEASON_1_GLADIATOR
itemset:584,584,true,REVIEWED,TBC,PVP,NONE,S1,S1 · 角斗士,RAID,123,tbc-pvp-s1-arena,REVIEWED_ITEMSET_TBC_ARENA_SEASON_1_GLADIATOR
itemset:585,585,true,REVIEWED,TBC,PVP,NONE,S1,S1 · 角斗士,RAID,123,tbc-pvp-s1-arena,REVIEWED_ITEMSET_TBC_ARENA_SEASON_1_GLADIATOR
itemset:586,586,true,REVIEWED,TBC,PVP,NONE,S1,S1 · 角斗士,RAID,123,tbc-pvp-s1-arena,REVIEWED_ITEMSET_TBC_ARENA_SEASON_1_GLADIATOR
itemset:587,587,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:588,588,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:589,589,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:590,590,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:591,591,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:592,592,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:593,593,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:594,594,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:595,595,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:596,596,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:597,597,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:598,598,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:599,599,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:600,600,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:601,601,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:602,602,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:603,603,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:604,604,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:605,605,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:606,606,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:607,607,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:608,608,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:609,609,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:610,610,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:611,611,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,96.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:612,612,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,97.5,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:613,613,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,97.5,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:614,614,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,96.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:615,615,true,REVIEWED,TBC,PVP,NONE,S1,S1 · 角斗士,RAID,123,tbc-pvp-s1-arena,REVIEWED_ITEMSET_TBC_ARENA_SEASON_1_GLADIATOR
itemset:616,616,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,115,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:617,617,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,115,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:618,618,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,115,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:619,619,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,115,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:620,620,true,REVIEWED,TBC,PVE,D3,NONE,D3,DUNGEON,115,tbc-dungeon-d3-rogue,REVIEWED_ITEMSET_TBC_DUNGEON_3_CLASS_SET
itemset:621,621,true,REVIEWED,TBC,PVE,T4,NONE,T4,RAID,120,tbc-t4-karazhan-gruul-magtheridon,REVIEWED_ITEMSET_TBC_T4_KARAZHAN_GRUUL_MAGTHERIDON
itemset:622,622,true,REVIEWED,TBC,PVE,T5,NONE,T5,RAID,133,tbc-t5-ssc-tempest-keep,REVIEWED_ITEMSET_TBC_T5_SERPENTSHRINE_TEMPEST_KEEP
itemset:623,623,true,REVIEWED,TBC,PVE,D3,NONE,D3,DUNGEON,115,tbc-dungeon-d3-paladin,REVIEWED_ITEMSET_TBC_DUNGEON_3_CLASS_SET
itemset:624,624,true,REVIEWED,TBC,PVE,T4,NONE,T4,RAID,120,tbc-t4-karazhan-gruul-magtheridon,REVIEWED_ITEMSET_TBC_T4_KARAZHAN_GRUUL_MAGTHERIDON
itemset:625,625,true,REVIEWED,TBC,PVE,T4,NONE,T4,RAID,120,tbc-t4-karazhan-gruul-magtheridon,REVIEWED_ITEMSET_TBC_T4_KARAZHAN_GRUUL_MAGTHERIDON
itemset:626,626,true,REVIEWED,TBC,PVE,T4,NONE,T4,RAID,120,tbc-t4-karazhan-gruul-magtheridon,REVIEWED_ITEMSET_TBC_T4_KARAZHAN_GRUUL_MAGTHERIDON
itemset:627,627,true,REVIEWED,TBC,PVE,T5,NONE,T5,RAID,133,tbc-t5-ssc-tempest-keep,REVIEWED_ITEMSET_TBC_T5_SERPENTSHRINE_TEMPEST_KEEP
itemset:628,628,true,REVIEWED,TBC,PVE,T5,NONE,T5,RAID,133,tbc-t5-ssc-tempest-keep,REVIEWED_ITEMSET_TBC_T5_SERPENTSHRINE_TEMPEST_KEEP
itemset:629,629,true,REVIEWED,TBC,PVE,T5,NONE,T5,RAID,133,tbc-t5-ssc-tempest-keep,REVIEWED_ITEMSET_TBC_T5_SERPENTSHRINE_TEMPEST_KEEP
itemset:630,630,true,REVIEWED,TBC,PVE,D3,NONE,D3,DUNGEON,115,tbc-dungeon-d3-shaman,REVIEWED_ITEMSET_TBC_DUNGEON_3_CLASS_SET
itemset:631,631,true,REVIEWED,TBC,PVE,T4,NONE,T4,RAID,120,tbc-t4-karazhan-gruul-magtheridon,REVIEWED_ITEMSET_TBC_T4_KARAZHAN_GRUUL_MAGTHERIDON
itemset:632,632,true,REVIEWED,TBC,PVE,T4,NONE,T4,RAID,120,tbc-t4-karazhan-gruul-magtheridon,REVIEWED_ITEMSET_TBC_T4_KARAZHAN_GRUUL_MAGTHERIDON
itemset:633,633,true,REVIEWED,TBC,PVE,T4,NONE,T4,RAID,120,tbc-t4-karazhan-gruul-magtheridon,REVIEWED_ITEMSET_TBC_T4_KARAZHAN_GRUUL_MAGTHERIDON
itemset:634,634,true,REVIEWED,TBC,PVE,T5,NONE,T5,RAID,133,tbc-t5-ssc-tempest-keep,REVIEWED_ITEMSET_TBC_T5_SERPENTSHRINE_TEMPEST_KEEP
itemset:635,635,true,REVIEWED,TBC,PVE,T5,NONE,T5,RAID,133,tbc-t5-ssc-tempest-keep,REVIEWED_ITEMSET_TBC_T5_SERPENTSHRINE_TEMPEST_KEEP
itemset:636,636,true,REVIEWED,TBC,PVE,T5,NONE,T5,RAID,133,tbc-t5-ssc-tempest-keep,REVIEWED_ITEMSET_TBC_T5_SERPENTSHRINE_TEMPEST_KEEP
itemset:637,637,true,REVIEWED,TBC,PVE,D3,NONE,D3,DUNGEON,115,tbc-dungeon-d3-druid,REVIEWED_ITEMSET_TBC_DUNGEON_3_CLASS_SET
itemset:638,638,true,REVIEWED,TBC,PVE,T4,NONE,T4,RAID,120,tbc-t4-karazhan-gruul-magtheridon,REVIEWED_ITEMSET_TBC_T4_KARAZHAN_GRUUL_MAGTHERIDON
itemset:639,639,true,REVIEWED,TBC,PVE,T4,NONE,T4,RAID,120,tbc-t4-karazhan-gruul-magtheridon,REVIEWED_ITEMSET_TBC_T4_KARAZHAN_GRUUL_MAGTHERIDON
itemset:640,640,true,REVIEWED,TBC,PVE,T4,NONE,T4,RAID,120,tbc-t4-karazhan-gruul-magtheridon,REVIEWED_ITEMSET_TBC_T4_KARAZHAN_GRUUL_MAGTHERIDON
itemset:641,641,true,REVIEWED,TBC,PVE,T5,NONE,T5,RAID,133,tbc-t5-ssc-tempest-keep,REVIEWED_ITEMSET_TBC_T5_SERPENTSHRINE_TEMPEST_KEEP
itemset:642,642,true,REVIEWED,TBC,PVE,T5,NONE,T5,RAID,133,tbc-t5-ssc-tempest-keep,REVIEWED_ITEMSET_TBC_T5_SERPENTSHRINE_TEMPEST_KEEP
itemset:643,643,true,REVIEWED,TBC,PVE,T5,NONE,T5,RAID,133,tbc-t5-ssc-tempest-keep,REVIEWED_ITEMSET_TBC_T5_SERPENTSHRINE_TEMPEST_KEEP
itemset:644,644,true,REVIEWED,TBC,PVE,D3,NONE,D3,DUNGEON,115,tbc-dungeon-d3-warlock,REVIEWED_ITEMSET_TBC_DUNGEON_3_CLASS_SET
itemset:645,645,true,REVIEWED,TBC,PVE,T4,NONE,T4,RAID,120,tbc-t4-karazhan-gruul-magtheridon,REVIEWED_ITEMSET_TBC_T4_KARAZHAN_GRUUL_MAGTHERIDON
itemset:646,646,true,REVIEWED,TBC,PVE,T5,NONE,T5,RAID,133,tbc-t5-ssc-tempest-keep,REVIEWED_ITEMSET_TBC_T5_SERPENTSHRINE_TEMPEST_KEEP
itemset:647,647,true,REVIEWED,TBC,PVE,D3,NONE,D3,DUNGEON,115,tbc-dungeon-d3-mage,REVIEWED_ITEMSET_TBC_DUNGEON_3_CLASS_SET
itemset:648,648,true,REVIEWED,TBC,PVE,T4,NONE,T4,RAID,120,tbc-t4-karazhan-gruul-magtheridon,REVIEWED_ITEMSET_TBC_T4_KARAZHAN_GRUUL_MAGTHERIDON
itemset:649,649,true,REVIEWED,TBC,PVE,T5,NONE,T5,RAID,133,tbc-t5-ssc-tempest-keep,REVIEWED_ITEMSET_TBC_T5_SERPENTSHRINE_TEMPEST_KEEP
itemset:650,650,true,REVIEWED,TBC,PVE,D3,NONE,D3,DUNGEON,115,tbc-dungeon-d3-hunter,REVIEWED_ITEMSET_TBC_DUNGEON_3_CLASS_SET
itemset:651,651,true,REVIEWED,TBC,PVE,T4,NONE,T4,RAID,120,tbc-t4-karazhan-gruul-magtheridon,REVIEWED_ITEMSET_TBC_T4_KARAZHAN_GRUUL_MAGTHERIDON
itemset:652,652,true,REVIEWED,TBC,PVE,T5,NONE,T5,RAID,133,tbc-t5-ssc-tempest-keep,REVIEWED_ITEMSET_TBC_T5_SERPENTSHRINE_TEMPEST_KEEP
itemset:653,653,true,REVIEWED,TBC,PVE,D3,NONE,D3,DUNGEON,115,tbc-dungeon-d3-warrior,REVIEWED_ITEMSET_TBC_DUNGEON_3_CLASS_SET
itemset:654,654,true,REVIEWED,TBC,PVE,T4,NONE,T4,RAID,120,tbc-t4-karazhan-gruul-magtheridon,REVIEWED_ITEMSET_TBC_T4_KARAZHAN_GRUUL_MAGTHERIDON
itemset:655,655,true,REVIEWED,TBC,PVE,T4,NONE,T4,RAID,120,tbc-t4-karazhan-gruul-magtheridon,REVIEWED_ITEMSET_TBC_T4_KARAZHAN_GRUUL_MAGTHERIDON
itemset:656,656,true,REVIEWED,TBC,PVE,T5,NONE,T5,RAID,133,tbc-t5-ssc-tempest-keep,REVIEWED_ITEMSET_TBC_T5_SERPENTSHRINE_TEMPEST_KEEP
itemset:657,657,true,REVIEWED,TBC,PVE,T5,NONE,T5,RAID,133,tbc-t5-ssc-tempest-keep,REVIEWED_ITEMSET_TBC_T5_SERPENTSHRINE_TEMPEST_KEEP
itemset:658,658,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,115,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:659,659,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,115,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:660,660,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,115,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:661,661,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,115,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:662,662,true,REVIEWED,TBC,PVE,D3,NONE,D3,DUNGEON,115,tbc-dungeon-d3-priest,REVIEWED_ITEMSET_TBC_DUNGEON_3_CLASS_SET
itemset:663,663,true,REVIEWED,TBC,PVE,T4,NONE,T4,RAID,120,tbc-t4-karazhan-gruul-magtheridon,REVIEWED_ITEMSET_TBC_T4_KARAZHAN_GRUUL_MAGTHERIDON
itemset:664,664,true,REVIEWED,TBC,PVE,T4,NONE,T4,RAID,120,tbc-t4-karazhan-gruul-magtheridon,REVIEWED_ITEMSET_TBC_T4_KARAZHAN_GRUUL_MAGTHERIDON
itemset:665,665,true,REVIEWED,TBC,PVE,T5,NONE,T5,RAID,133,tbc-t5-ssc-tempest-keep,REVIEWED_ITEMSET_TBC_T5_SERPENTSHRINE_TEMPEST_KEEP
