appearanceId,collectionKey,catalogLifecycle,uiLifecycle,reasonCode,displayId,slotKey,primarySourceItemId,worldSourceCount,knownAcquisition,riskSignals
203520,appearance.d22111.s17.c2.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22111,MAINHAND,2531,1,True,
203521,appearance.d22112.s17.c2.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22112,MAINHAND,2491,1,True,
203522,appearance.d22114.s17.c2.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22114,MAINHAND,1196,1,True,
203523,appearance.d22115.s17.c2.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22115,MAINHAND,2025,1,True,
203524,appearance.d22118.s13.c2.sc0,ACTIVE,test,REVIEWED_TEST_SIGNAL,22118,MAINHAND,26672,14,False,NO_KNOWN_ACQUISITION|TEST_NAME
203525,appearance.d22118.s13.c2.sc4,ACTIVE,test,REVIEWED_TEST_SIGNAL,22118,MAINHAND,2130,15,True,TEST_NAME
203526,appearance.d22118.s13.c2.sc7,ACTIVE,test,REVIEWED_TEST_SIGNAL,22118,MAINHAND,26616,13,False,NO_KNOWN_ACQUISITION|TEST_NAME
203527,appearance.d22118.s13.c2.sc13,ACTIVE,test,REVIEWED_TEST_SIGNAL,22118,MAINHAND,26658,14,False,NO_KNOWN_ACQUISITION|TEST_NAME
203528,appearance.d22118.s13.c2.sc15,ACTIVE,test,REVIEWED_TEST_SIGNAL,22118,MAINHAND,26574,13,False,NO_KNOWN_ACQUISITION|TEST_NAME
203529,appearance.d22118.s21.c2.sc4,ACTIVE,test,REVIEWED_TEST_SIGNAL,22118,MAINHAND,26784,14,False,NO_KNOWN_ACQUISITION|TEST_NAME
203530,appearance.d22118.s21.c2.sc15,ACTIVE,test,REVIEWED_TEST_SIGNAL,22118,MAINHAND,26770,14,False,NO_KNOWN_ACQUISITION|TEST_NAME
203531,appearance.d22119.s13.c2.sc4,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22119,MAINHAND,2028,1,True,
203532,appearance.d22120.s21.c2.sc4,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22120,MAINHAND,2532,1,True,
203533,appearance.d22121.s17.c2.sc5,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22121,MAINHAND,2493,1,True,
203534,appearance.d22131.s17.c2.sc5,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22131,MAINHAND,924,1,True,
203535,appearance.d22133.s17.c2.sc5,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22133,MAINHAND,2525,1,True,
203536,appearance.d22134.s17.c2.sc5,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22134,MAINHAND,2533,1,True,
203537,appearance.d22135.s13.c2.sc15,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22135,MAINHAND,2139,1,True,
203538,appearance.d22136.s13.c2.sc15,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22136,MAINHAND,2494,1,True,
203539,appearance.d22137.s13.c2.sc15,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22137,MAINHAND,2207,1,True,
203540,appearance.d22139.s13.c2.sc15,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22139,MAINHAND,2209,1,True,
203541,appearance.d22140.s13.c2.sc15,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22140,MAINHAND,2534,1,True,
203542,appearance.d22141.s13.c2.sc15,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22141,MAINHAND,2526,1,True,
203543,appearance.d22142.s13.c2.sc15,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22142,MAINHAND,2208,1,True,
203544,appearance.d22144.s17.c2.sc10,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22144,MAINHAND,15274,1,True,
203545,appearance.d22145.s17.c2.sc10,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22145,MAINHAND,25333,1,True,
203546,appearance.d22146.s17.c2.sc10,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22146,MAINHAND,2030,1,True,
203547,appearance.d22147.s17.c2.sc10,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22147,MAINHAND,854,1,True,
203548,appearance.d22149.s17.c2.sc10,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22149,MAINHAND,2132,1,True,
203549,appearance.d22150.s17.c2.sc10,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22150,MAINHAND,2527,1,True,
203550,appearance.d22151.s17.c2.sc10,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22151,MAINHAND,928,1,True,
203551,appearance.d22178.s13.c2.sc4,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22178,MAINHAND,32644,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203552,appearance.d22178.s17.c2.sc10,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22178,MAINHAND,12182,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203553,appearance.d22180.s13.c2.sc4,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22180,MAINHAND,12183,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203554,appearance.d22209.s17.c2.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22209,MAINHAND,9475,1,True,
203555,appearance.d22212.s17.c2.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22212,MAINHAND,11816,1,True,
203556,appearance.d22213.s17.c2.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22213,MAINHAND,10652,1,True,
203557,appearance.d22214.s17.c2.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22214,MAINHAND,1455,1,True,
203558,appearance.d22215.s17.c2.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22215,MAINHAND,1263,1,True,
203559,appearance.d22216.s17.c2.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22216,MAINHAND,2523,1,True,
203560,appearance.d22217.s17.c2.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22217,MAINHAND,6687,1,True,
203561,appearance.d22218.s17.c2.sc1,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22218,MAINHAND,11607,1,False,NO_KNOWN_ACQUISITION
203562,appearance.d22219.s17.c2.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22219,MAINHAND,2227,1,True,
203563,appearance.d22220.s17.c2.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22220,MAINHAND,9425,1,True,
203564,appearance.d22221.s17.c2.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22221,MAINHAND,7717,1,True,
203565,appearance.d22222.s17.c2.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22222,MAINHAND,6905,1,True,
203566,appearance.d22223.s17.c2.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22223,MAINHAND,9679,1,True,
203567,appearance.d22225.s17.c2.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22225,MAINHAND,5318,1,True,
203568,appearance.d22226.s13.c2.sc7,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22226,MAINHAND,2046,1,True,
203569,appearance.d22226.s21.c2.sc7,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22226,MAINHAND,3740,1,True,
203570,appearance.d22227.s21.c2.sc7,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22227,MAINHAND,11902,1,True,
203571,appearance.d22229.s13.c2.sc7,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22229,MAINHAND,10696,1,True,
203572,appearance.d22232.s13.c2.sc7,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22232,MAINHAND,8224,1,True,
203573,appearance.d22233.s17.c2.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22233,MAINHAND,9416,1,True,
203574,appearance.d22234.s17.c2.sc6,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22234,MAINHAND,7959,1,False,NO_KNOWN_ACQUISITION
203575,appearance.d22235.s17.c2.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22235,MAINHAND,9480,1,True,
203576,appearance.d22238.s17.c2.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22238,MAINHAND,7758,1,True,
203577,appearance.d22239.s17.c2.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22239,MAINHAND,1522,1,True,
203578,appearance.d22241.s17.c2.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22241,MAINHAND,6679,1,True,
203579,appearance.d22242.s17.c2.sc6,ACTIVE,test,REVIEWED_TEST_SIGNAL,22242,MAINHAND,10799,2,True,TEST_NAME
203580,appearance.d22247.s13.c2.sc15,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22247,MAINHAND,12247,1,True,
203581,appearance.d22248.s13.c2.sc15,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22248,MAINHAND,12248,1,True,
203582,appearance.d22249.s17.c2.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22249,MAINHAND,12249,1,True,
203583,appearance.d22250.s17.c2.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22250,MAINHAND,12250,1,True,
203584,appearance.d22252.s17.c2.sc10,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22252,MAINHAND,12251,1,True,
203585,appearance.d22253.s16.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22253,BACK,15165,1,True,
203586,appearance.d22256.s6.c4.sc3,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22256,WAIST,12258,1,False,NO_KNOWN_ACQUISITION
203587,appearance.d22258.s21.c2.sc15,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22258,MAINHAND,12260,1,False,NO_KNOWN_ACQUISITION
203588,appearance.d22291.s17.c2.sc1,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22291,MAINHAND,12282,1,False,NO_KNOWN_ACQUISITION
203589,appearance.d22319.s13.c2.sc0,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22319,MAINHAND,12290,2,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203590,appearance.d22366.s13.c2.sc7,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22366,MAINHAND,12297,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203591,appearance.d22367.s13.c2.sc15,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22367,MAINHAND,12298,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203592,appearance.d22378.s13.c2.sc7,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22378,MAINHAND,12304,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203593,appearance.d22391.s17.c2.sc10,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22391,MAINHAND,12322,2,True,INTERNAL_NAME
203594,appearance.d22393.s5.c4.sc2,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22393,CHEST,5782,1,False,NO_KNOWN_ACQUISITION
203595,appearance.d22394.s17.c2.sc10,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22394,MAINHAND,12328,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203596,appearance.d22395.s17.c2.sc10,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22395,MAINHAND,12329,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203597,appearance.d22402.s17.c2.sc8,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22402,MAINHAND,12331,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203598,appearance.d22403.s13.c2.sc15,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22403,MAINHAND,12332,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203599,appearance.d22404.s17.c2.sc6,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22404,MAINHAND,12333,1,False,NO_KNOWN_ACQUISITION
203600,appearance.d22411.s17.c2.sc6,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22411,MAINHAND,12338,1,False,NO_KNOWN_ACQUISITION
203601,appearance.d22420.s1.c4.sc1,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22420,HEAD,10545,1,False,NO_KNOWN_ACQUISITION
203602,appearance.d22422.s1.c4.sc1,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22422,HEAD,4385,1,False,NO_KNOWN_ACQUISITION
203603,appearance.d22423.s1.c4.sc1,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22423,HEAD,10503,2,False,NO_KNOWN_ACQUISITION
203604,appearance.d22426.s7.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22426,LEGS,9484,1,True,
203605,appearance.d22427.s7.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22427,LEGS,10842,1,True,
203606,appearance.d22428.s7.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22428,LEGS,4832,1,True,
203607,appearance.d22478.s13.c2.sc0,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22478,MAINHAND,4568,1,True,
203608,appearance.d22480.s5.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22480,CHEST,6972,1,True,
203609,appearance.d22481.s7.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22481,LEGS,6973,2,True,
203610,appearance.d22482.s10.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22482,HANDS,6974,1,True,
203611,appearance.d22492.s17.c2.sc6,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22492,MAINHAND,12403,1,False,NO_KNOWN_ACQUISITION
203612,appearance.d22517.s1.c4.sc4,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22517,HEAD,12423,1,False,NO_KNOWN_ACQUISITION
203613,appearance.d22520.s7.c4.sc4,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22520,LEGS,12413,1,False,NO_KNOWN_ACQUISITION
203614,appearance.d22534.s3.c4.sc4,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22534,SHOULDER,12407,1,False,NO_KNOWN_ACQUISITION
203615,appearance.d22550.s6.c4.sc4,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22550,WAIST,12406,1,False,NO_KNOWN_ACQUISITION
203616,appearance.d22559.s5.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22559,CHEST,7486,1,True,
203617,appearance.d22563.s17.c2.sc10,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22563,MAINHAND,12421,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203618,appearance.d22598.s17.c2.sc1,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22598,MAINHAND,12294,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203619,appearance.d22617.s23.c4.sc0,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22617,OFFHAND,12442,1,False,NO_KNOWN_ACQUISITION
203620,appearance.d22618.s23.c4.sc0,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22618,OFFHAND,12443,1,False,NO_KNOWN_ACQUISITION
203621,appearance.d22635.s14.c4.sc6,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22635,OFFHAND,12452,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203622,appearance.d22637.s14.c4.sc6,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22637,OFFHAND,12453,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203623,appearance.d22638.s14.c4.sc6,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22638,OFFHAND,12454,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203624,appearance.d22640.s14.c4.sc6,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22640,OFFHAND,12456,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203625,appearance.d22645.s17.c2.sc1,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22645,MAINHAND,12461,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203626,appearance.d22654.s17.c2.sc8,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22654,MAINHAND,12469,1,False,NO_KNOWN_ACQUISITION
203627,appearance.d22656.s8.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22656,FEET,12470,1,True,
203628,appearance.d22671.s25.c2.sc16,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22671,MAINHAND,5870,1,False,NO_KNOWN_ACQUISITION
203629,appearance.d22672.s13.c2.sc0,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22672,MAINHAND,12482,1,False,NO_KNOWN_ACQUISITION
203630,appearance.d22673.s8.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22673,FEET,2967,2,True,
203631,appearance.d22674.s9.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22674,WRIST,3214,2,True,
203632,appearance.d22675.s16.c4.sc1,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22675,BACK,14692,1,False,NO_KNOWN_ACQUISITION
203633,appearance.d22676.s10.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22676,HANDS,2968,2,True,
203634,appearance.d22677.s5.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22677,CHEST,2965,2,True,
203635,appearance.d22678.s6.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22678,WAIST,6509,2,True,
203636,appearance.d22679.s9.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22679,WRIST,6507,1,True,
203637,appearance.d22680.s8.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22680,FEET,6506,2,True,
203638,appearance.d22682.s10.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22682,HANDS,6510,1,True,
203639,appearance.d22683.s6.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22683,WAIST,9758,1,True,
203640,appearance.d22684.s8.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22684,FEET,9759,1,True,
203641,appearance.d22685.s9.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22685,WRIST,9760,2,True,
203642,appearance.d22686.s10.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22686,HANDS,9762,1,True,
203643,appearance.d22687.s7.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22687,LEGS,9763,2,True,
203644,appearance.d22688.s5.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22688,CHEST,9765,1,True,
203645,appearance.d22689.s5.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22689,CHEST,2977,2,True,
203646,appearance.d22690.s8.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22690,FEET,2979,2,True,
203647,appearance.d22691.s16.c4.sc1,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22691,BACK,14701,1,False,NO_KNOWN_ACQUISITION
203648,appearance.d22692.s6.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22692,WAIST,4678,2,True,
203649,appearance.d22693.s7.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22693,LEGS,2978,2,True,
203650,appearance.d22695.s22.c2.sc0,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22695,OFFHAND,12502,1,False,NO_KNOWN_ACQUISITION
203651,appearance.d22721.s13.c2.sc15,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22721,MAINHAND,12531,1,True,
203652,appearance.d22722.s17.c2.sc10,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22722,MAINHAND,12532,1,True,
203653,appearance.d22730.s14.c4.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22730,OFFHAND,7120,1,True,
203654,appearance.d22731.s17.c2.sc8,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22731,MAINHAND,6977,1,True,
203655,appearance.d22733.s13.c2.sc7,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22733,MAINHAND,12535,1,True,
203656,appearance.d22734.s17.c2.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22734,MAINHAND,6975,1,True,
203657,appearance.d22752.s9.c4.sc4,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22752,WRIST,12936,1,True,
203658,appearance.d22757.s8.c4.sc4,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22757,FEET,21481,1,True,
203659,appearance.d22779.s8.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22779,FEET,12556,1,True,
203660,appearance.d22792.s17.c2.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22792,MAINHAND,12583,3,True,
203661,appearance.d22794.s1.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22794,HEAD,12587,2,True,
203662,appearance.d22795.s3.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22795,SHOULDER,12588,1,True,
203663,appearance.d22802.s17.c2.sc10,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22802,MAINHAND,12591,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203664,appearance.d22805.s14.c4.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22805,OFFHAND,6447,3,True,
203665,appearance.d22814.s13.c2.sc7,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22814,MAINHAND,12593,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203666,appearance.d22831.s14.c4.sc6,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22831,OFFHAND,14002,1,True,
203667,appearance.d22833.s1.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22833,HEAD,12604,1,True,
203668,appearance.d22837.s6.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22837,WAIST,12606,1,True,
203669,appearance.d22843.s5.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22843,CHEST,12609,1,True,
203670,appearance.d22860.s5.c4.sc3,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22860,CHEST,12615,1,False,NO_KNOWN_ACQUISITION
203671,appearance.d22861.s8.c4.sc3,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22861,FEET,12616,1,False,NO_KNOWN_ACQUISITION
203672,appearance.d22869.s3.c4.sc3,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22869,SHOULDER,12617,1,False,NO_KNOWN_ACQUISITION
203673,appearance.d22882.s7.c4.sc4,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22882,LEGS,12619,1,False,NO_KNOWN_ACQUISITION
203674,appearance.d22885.s13.c2.sc0,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22885,MAINHAND,12621,1,True,
203675,appearance.d22886.s1.c4.sc4,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22886,HEAD,12620,1,False,NO_KNOWN_ACQUISITION
203676,appearance.d22892.s5.c4.sc4,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22892,CHEST,12628,1,False,NO_KNOWN_ACQUISITION
203677,appearance.d22893.s13.c2.sc0,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22893,MAINHAND,12629,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203678,appearance.d22893.s17.c2.sc0,ACTIVE,hidden_internal,REVIEWED_INTERNAL_SIGNAL,22893,MAINHAND,19014,1,False,INTERNAL_NAME|NO_KNOWN_ACQUISITION
203679,appearance.d22901.s1.c4.sc4,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22901,HEAD,12633,1,False,NO_KNOWN_ACQUISITION
203680,appearance.d22906.s17.c2.sc8,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22906,MAINHAND,12592,2,True,
203681,appearance.d22907.s6.c4.sc3,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22907,WAIST,12634,1,True,
203682,appearance.d22908.s1.c4.sc3,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22908,HEAD,12636,1,False,NO_KNOWN_ACQUISITION
203683,appearance.d22910.s10.c4.sc4,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22910,HANDS,12637,1,True,
203684,appearance.d22920.s1.c4.sc4,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22920,HEAD,12640,1,False,NO_KNOWN_ACQUISITION
203685,appearance.d22923.s23.c4.sc0,ACTIVE,test,REVIEWED_TEST_SIGNAL,22923,OFFHAND,7507,19,True,TEST_NAME
203686,appearance.d22928.s1.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22928,HEAD,10630,1,True,
203687,appearance.d22929.s26.c2.sc18,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22929,MAINHAND,12651,5,True,
203688,appearance.d22951.s7.c4.sc4,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22951,LEGS,12414,1,False,NO_KNOWN_ACQUISITION
203689,appearance.d22958.s5.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22958,CHEST,7509,1,True,
203690,appearance.d22971.s22.c2.sc15,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22971,OFFHAND,12686,1,False,NO_KNOWN_ACQUISITION
203691,appearance.d22972.s7.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22972,LEGS,798,1,True,
203692,appearance.d22973.s8.c4.sc2,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22973,FEET,796,1,True,
203693,appearance.d22977.s13.c2.sc15,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22977,MAINHAND,12709,1,True,
203694,appearance.d22985.s7.c4.sc4,ACTIVE,unobtainable,NO_KNOWN_ACQUISITION,22985,LEGS,23668,1,False,NO_KNOWN_ACQUISITION
203695,appearance.d22988.s16.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22988,BACK,9512,1,True,
203696,appearance.d22989.s16.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22989,BACK,12465,1,True,
203697,appearance.d22991.s16.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22991,BACK,2059,1,True,
203698,appearance.d22994.s16.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22994,BACK,10776,2,True,
203699,appearance.d22995.s16.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22995,BACK,10843,2,True,
203700,appearance.d22996.s16.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22996,BACK,9397,1,True,
203701,appearance.d22997.s16.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22997,BACK,11812,1,True,
203702,appearance.d22998.s16.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,22998,BACK,5193,1,True,
203703,appearance.d23000.s16.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,23000,BACK,5257,1,True,
203704,appearance.d23001.s16.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,23001,BACK,6449,1,True,
203705,appearance.d23002.s16.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,23002,BACK,6901,1,True,
203706,appearance.d23004.s16.c4.sc1,ACTIVE,public,TRACEABLE_WORLD_SOURCE,23004,BACK,9860,1,True,
