appearanceId,collectionKey,scope,route,modelPath,radius,width,depth,height,extentRatio,outlierReasons
203022,appearance.d20092.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_a_02.m2,0.847707,1.695374,0.069523,0.25976,24.3858,EXTREME_ASPECT_RATIO
203026,appearance.d20109.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_a_02.m2,0.847707,1.695374,0.069523,0.25976,24.3858,EXTREME_ASPECT_RATIO
203027,appearance.d20110.s13.c2.sc7,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_a_03.m2,0.646229,1.292392,0.069523,0.312097,18.589416,EXTREME_ASPECT_RATIO
203028,appearance.d20111.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_broadsword_a_01.m2,0.897979,1.795958,0.101721,0.225879,17.655725,EXTREME_ASPECT_RATIO
203029,appearance.d20112.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_a_02.m2,0.847707,1.695374,0.069523,0.25976,24.3858,EXTREME_ASPECT_RATIO
203032,appearance.d20117.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_broadsword_a_02.m2,1.063181,2.126363,0.127151,0.325943,16.723132,EXTREME_ASPECT_RATIO
203033,appearance.d20119.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_a_02.m2,0.847707,1.695374,0.069523,0.25976,24.3858,EXTREME_ASPECT_RATIO
203035,appearance.d20121.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_a_02.m2,0.847707,1.695374,0.069523,0.25976,24.3858,EXTREME_ASPECT_RATIO
203038,appearance.d20150.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_a_02.m2,0.847707,1.695374,0.069523,0.25976,24.3858,EXTREME_ASPECT_RATIO
203039,appearance.d20151.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_01.m2,0.935075,1.87015,0.065926,0.359245,28.367412,EXTREME_ASPECT_RATIO
203040,appearance.d20152.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_02.m2,0.929642,1.859284,0.084645,0.461327,21.965668,EXTREME_ASPECT_RATIO
203043,appearance.d20155.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_broadsword_a_02.m2,1.063181,2.126363,0.127151,0.325943,16.723132,EXTREME_ASPECT_RATIO
203046,appearance.d20159.s13.c2.sc7,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_a_02.m2,0.60358,1.207161,0.069523,0.275063,17.363477,EXTREME_ASPECT_RATIO
203047,appearance.d20160.s13.c2.sc7,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_a_02.m2,0.60358,1.207161,0.069523,0.275063,17.363477,EXTREME_ASPECT_RATIO
203048,appearance.d20161.s13.c2.sc7,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_a_02.m2,0.60358,1.207161,0.069523,0.275063,17.363477,EXTREME_ASPECT_RATIO
203049,appearance.d20162.s13.c2.sc7,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_a_02.m2,0.60358,1.207161,0.069523,0.275063,17.363477,EXTREME_ASPECT_RATIO
203050,appearance.d20163.s13.c2.sc7,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_a_02.m2,0.60358,1.207161,0.069523,0.275063,17.363477,EXTREME_ASPECT_RATIO
203052,appearance.d20167.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_broadsword_a_03.m2,0.778061,1.556123,0.095531,0.269328,16.289194,EXTREME_ASPECT_RATIO
203055,appearance.d20172.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_02.m2,0.929642,1.859284,0.084645,0.461327,21.965668,EXTREME_ASPECT_RATIO
203058,appearance.d20174.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_01.m2,0.935075,1.87015,0.065926,0.359245,28.367412,EXTREME_ASPECT_RATIO
203061,appearance.d20177.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_01.m2,0.935075,1.87015,0.065926,0.359245,28.367412,EXTREME_ASPECT_RATIO
203062,appearance.d20179.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_01.m2,0.935075,1.87015,0.065926,0.359245,28.367412,EXTREME_ASPECT_RATIO
203063,appearance.d20180.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_01.m2,0.935075,1.87015,0.065926,0.359245,28.367412,EXTREME_ASPECT_RATIO
203064,appearance.d20182.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_01.m2,0.935075,1.87015,0.065926,0.359245,28.367412,EXTREME_ASPECT_RATIO
203065,appearance.d20183.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_a_02.m2,0.847707,1.695374,0.069523,0.25976,24.3858,EXTREME_ASPECT_RATIO
203066,appearance.d20184.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_01.m2,0.935075,1.87015,0.065926,0.359245,28.367412,EXTREME_ASPECT_RATIO
203068,appearance.d20186.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_01.m2,0.935075,1.87015,0.065926,0.359245,28.367412,EXTREME_ASPECT_RATIO
203069,appearance.d20189.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_broadsword_a_03.m2,0.778061,1.556123,0.095531,0.269328,16.289194,EXTREME_ASPECT_RATIO
203071,appearance.d20191.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_bastard_d_01.m2,0.958051,1.916102,0.099107,0.589121,19.33367,EXTREME_ASPECT_RATIO
203072,appearance.d20193.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_broadsword_a_03.m2,0.778061,1.556123,0.095531,0.269328,16.289194,EXTREME_ASPECT_RATIO
203073,appearance.d20195.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_02.m2,0.929642,1.859284,0.084645,0.461327,21.965668,EXTREME_ASPECT_RATIO
203074,appearance.d20196.s17.c2.sc8,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_broadsword_a_02.m2,1.063181,2.126363,0.127151,0.325943,16.723132,EXTREME_ASPECT_RATIO
203075,appearance.d20198.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_bastard_d_01.m2,0.958051,1.916102,0.099107,0.589121,19.33367,EXTREME_ASPECT_RATIO
203083,appearance.d20216.s21.c2.sc7,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_sabre_b_02.m2,0.663483,1.296368,0.073742,0.283322,17.579778,EXTREME_ASPECT_RATIO
203086,appearance.d20223.s13.c2.sc7,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_sabre_a_02.m2,0.580217,1.159211,0.066434,0.224464,17.449062,EXTREME_ASPECT_RATIO
203088,appearance.d20249.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_korean_c_01.m2,0.900143,1.791861,0.103375,0.180499,17.333601,EXTREME_ASPECT_RATIO
203090,appearance.d20251.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_02.m2,0.929642,1.859284,0.084645,0.461327,21.965668,EXTREME_ASPECT_RATIO
203093,appearance.d20256.s17.c2.sc10,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_d_01.m2,1.217385,2.430926,0.10459,0.536933,23.242432,EXTREME_ASPECT_RATIO
203094,appearance.d20257.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_d_01.m2,1.217385,2.430926,0.10459,0.536933,23.242432,EXTREME_ASPECT_RATIO
203095,appearance.d20258.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_c_01.m2,1.177365,2.35473,0.097209,0.302856,24.223374,EXTREME_ASPECT_RATIO
203096,appearance.d20259.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_c_02.m2,1.198592,2.370163,0.143702,0.35891,16.493598,EXTREME_ASPECT_RATIO
203097,appearance.d20269.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_03.m2,1.227987,2.455123,0.080802,0.210225,30.384434,EXTREME_ASPECT_RATIO
203100,appearance.d20274.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_c_02.m2,1.198592,2.370163,0.143702,0.35891,16.493598,EXTREME_ASPECT_RATIO
203102,appearance.d20289.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_04.m2,0.732804,1.448486,0.077128,0.216242,18.780287,EXTREME_ASPECT_RATIO
203105,appearance.d20293.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_c_02.m2,1.198592,2.370163,0.143702,0.35891,16.493598,EXTREME_ASPECT_RATIO
203111,appearance.d20309.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_01.m2,1.225709,2.451417,0.097104,0.110051,25.245273,EXTREME_ASPECT_RATIO
203120,appearance.d20325.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_03.m2,1.227987,2.455123,0.080802,0.210225,30.384434,EXTREME_ASPECT_RATIO
203124,appearance.d20330.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_04.m2,0.732804,1.448486,0.077128,0.216242,18.780287,EXTREME_ASPECT_RATIO
203127,appearance.d20334.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_03.m2,1.227987,2.455123,0.080802,0.210225,30.384434,EXTREME_ASPECT_RATIO
203128,appearance.d20335.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_c_02.m2,1.198592,2.370163,0.143702,0.35891,16.493598,EXTREME_ASPECT_RATIO
203129,appearance.d20336.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_04.m2,0.732804,1.448486,0.077128,0.216242,18.780287,EXTREME_ASPECT_RATIO
203130,appearance.d20339.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_c_01.m2,1.177365,2.35473,0.097209,0.302856,24.223374,EXTREME_ASPECT_RATIO
203134,appearance.d20346.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_03.m2,1.227987,2.455123,0.080802,0.210225,30.384434,EXTREME_ASPECT_RATIO
203138,appearance.d20350.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_01.m2,1.225709,2.451417,0.097104,0.110051,25.245273,EXTREME_ASPECT_RATIO
203140,appearance.d20356.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_03.m2,1.227987,2.455123,0.080802,0.210225,30.384434,EXTREME_ASPECT_RATIO
203141,appearance.d20357.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_01.m2,1.225709,2.451417,0.097104,0.110051,25.245273,EXTREME_ASPECT_RATIO
203143,appearance.d20360.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_a_03.m2,1.201561,2.403121,0.049566,0.056358,48.483255,EXTREME_ASPECT_RATIO
203144,appearance.d20361.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_a_03.m2,1.201561,2.403121,0.049566,0.056358,48.483255,EXTREME_ASPECT_RATIO
203145,appearance.d20362.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_01.m2,1.225709,2.451417,0.097104,0.110051,25.245273,EXTREME_ASPECT_RATIO
203146,appearance.d20363.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_03.m2,1.227987,2.455123,0.080802,0.210225,30.384434,EXTREME_ASPECT_RATIO
203148,appearance.d20370.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_01.m2,1.225709,2.451417,0.097104,0.110051,25.245273,EXTREME_ASPECT_RATIO
203150,appearance.d20373.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_04.m2,0.732804,1.448486,0.077128,0.216242,18.780287,EXTREME_ASPECT_RATIO
203155,appearance.d20379.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_01.m2,1.225709,2.451417,0.097104,0.110051,25.245273,EXTREME_ASPECT_RATIO
203157,appearance.d20381.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_03.m2,1.227987,2.455123,0.080802,0.210225,30.384434,EXTREME_ASPECT_RATIO
203158,appearance.d20382.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_04.m2,0.732804,1.448486,0.077128,0.216242,18.780287,EXTREME_ASPECT_RATIO
203163,appearance.d20386.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_03.m2,1.227987,2.455123,0.080802,0.210225,30.384434,EXTREME_ASPECT_RATIO
203164,appearance.d20389.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_jeweled_a_03.m2,0.993953,1.987906,0.113557,0.128324,17.505799,EXTREME_ASPECT_RATIO
203173,appearance.d20401.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_03.m2,1.227987,2.455123,0.080802,0.210225,30.384434,EXTREME_ASPECT_RATIO
203174,appearance.d20402.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_a_03.m2,1.201561,2.403121,0.049566,0.056358,48.483255,EXTREME_ASPECT_RATIO
203177,appearance.d20410.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_jeweled_a_03.m2,0.993953,1.987906,0.113557,0.128324,17.505799,EXTREME_ASPECT_RATIO
203180,appearance.d20413.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_a_03.m2,1.201561,2.403121,0.049566,0.056358,48.483255,EXTREME_ASPECT_RATIO
203182,appearance.d20415.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_jeweled_a_03.m2,0.993953,1.987906,0.113557,0.128324,17.505799,EXTREME_ASPECT_RATIO
203183,appearance.d20417.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_a_03.m2,1.201561,2.403121,0.049566,0.056358,48.483255,EXTREME_ASPECT_RATIO
203184,appearance.d20418.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_jeweled_a_03.m2,0.993953,1.987906,0.113557,0.128324,17.505799,EXTREME_ASPECT_RATIO
203186,appearance.d20420.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_a_03.m2,1.201561,2.403121,0.049566,0.056358,48.483255,EXTREME_ASPECT_RATIO
203187,appearance.d20421.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_a_03.m2,1.201561,2.403121,0.049566,0.056358,48.483255,EXTREME_ASPECT_RATIO
203188,appearance.d20423.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_other_a_01.m2,1.189521,2.376651,0.063879,0.148946,37.205514,EXTREME_ASPECT_RATIO
203191,appearance.d20426.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_other_a_01.m2,1.189521,2.376651,0.063879,0.148946,37.205514,EXTREME_ASPECT_RATIO
203193,appearance.d20429.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_a_02.m2,1.28734,2.574679,0.097151,0.11021,26.501827,EXTREME_ASPECT_RATIO
203196,appearance.d20432.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_other_a_01.m2,1.189521,2.376651,0.063879,0.148946,37.205514,EXTREME_ASPECT_RATIO
203197,appearance.d20434.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_other_a_01.m2,1.189521,2.376651,0.063879,0.148946,37.205514,EXTREME_ASPECT_RATIO
203204,appearance.d20443.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_a_02.m2,1.28734,2.574679,0.097151,0.11021,26.501827,EXTREME_ASPECT_RATIO
203205,appearance.d20444.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_jeweled_a_01.m2,1.040729,2.081457,0.110537,0.124912,18.83041,EXTREME_ASPECT_RATIO
203206,appearance.d20446.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_a_02.m2,1.28734,2.574679,0.097151,0.11021,26.501827,EXTREME_ASPECT_RATIO
203207,appearance.d20448.s17.c2.sc10,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_jeweled_a_01.m2,1.040729,2.081457,0.110537,0.124912,18.83041,EXTREME_ASPECT_RATIO
203209,appearance.d20450.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_other_a_01.m2,1.189521,2.376651,0.063879,0.148946,37.205514,EXTREME_ASPECT_RATIO
203226,appearance.d20550.s15.c2.sc2,NONPUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_b_01.m2,1.049476,1.72989,0.069941,0.633576,24.733561,EXTREME_ASPECT_RATIO
203227,appearance.d20552.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_c_02.m2,1.16304,1.976977,0.067398,0.617843,29.332873,EXTREME_ASPECT_RATIO
203228,appearance.d20553.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_short_a_01.m2,1.068146,1.765619,0.094876,0.576256,18.609754,EXTREME_ASPECT_RATIO
203229,appearance.d20554.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_c_02.m2,1.16304,1.976977,0.067398,0.617843,29.332873,EXTREME_ASPECT_RATIO
203230,appearance.d20555.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_c_01.m2,1.062182,1.783298,0.063583,0.663696,28.046774,EXTREME_ASPECT_RATIO
203231,appearance.d20556.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_c_02.m2,1.16304,1.976977,0.067398,0.617843,29.332873,EXTREME_ASPECT_RATIO
203234,appearance.d20571.s13.c2.sc7,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_long_d_01.m2,0.872122,1.744243,0.093242,0.453641,18.706624,EXTREME_ASPECT_RATIO
203263,appearance.d20649.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_c_01.m2,1.062182,1.783298,0.063583,0.663696,28.046774,EXTREME_ASPECT_RATIO
203264,appearance.d20650.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_c_02.m2,1.16304,1.976977,0.067398,0.617843,29.332873,EXTREME_ASPECT_RATIO
203265,appearance.d20652.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_b_02.m2,1.187731,1.958303,0.068972,0.763025,28.392725,EXTREME_ASPECT_RATIO
203266,appearance.d20653.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_b_02.m2,1.187731,1.958303,0.068972,0.763025,28.392725,EXTREME_ASPECT_RATIO
203268,appearance.d20660.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_b_01.m2,1.049476,1.72989,0.069941,0.633576,24.733561,EXTREME_ASPECT_RATIO
203271,appearance.d20664.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_c_01.m2,1.062182,1.783298,0.063583,0.663696,28.046774,EXTREME_ASPECT_RATIO
203272,appearance.d20666.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_b_01.m2,1.049476,1.72989,0.069941,0.633576,24.733561,EXTREME_ASPECT_RATIO
203273,appearance.d20667.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_b_02.m2,1.187731,1.958303,0.068972,0.763025,28.392725,EXTREME_ASPECT_RATIO
203274,appearance.d20668.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_b_01.m2,1.049476,1.72989,0.069941,0.633576,24.733561,EXTREME_ASPECT_RATIO
203275,appearance.d20669.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_b_01.m2,1.049476,1.72989,0.069941,0.633576,24.733561,EXTREME_ASPECT_RATIO
203276,appearance.d20670.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_b_02.m2,1.187731,1.958303,0.068972,0.763025,28.392725,EXTREME_ASPECT_RATIO
203277,appearance.d20671.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_short_a_01.m2,1.068146,1.765619,0.094876,0.576256,18.609754,EXTREME_ASPECT_RATIO
203278,appearance.d20672.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_b_01.m2,1.049476,1.72989,0.069941,0.633576,24.733561,EXTREME_ASPECT_RATIO
203279,appearance.d20673.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_c_01.m2,1.062182,1.783298,0.063583,0.663696,28.046774,EXTREME_ASPECT_RATIO
203280,appearance.d20674.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_b_01.m2,1.049476,1.72989,0.069941,0.633576,24.733561,EXTREME_ASPECT_RATIO
203281,appearance.d20675.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_b_01.m2,1.049476,1.72989,0.069941,0.633576,24.733561,EXTREME_ASPECT_RATIO
203282,appearance.d20712.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_a_01.m2,0.831831,1.429662,0.063541,0.550509,22.499835,EXTREME_ASPECT_RATIO
203283,appearance.d20713.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_b_01.m2,1.049476,1.72989,0.069941,0.633576,24.733561,EXTREME_ASPECT_RATIO
203284,appearance.d20714.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_short_a_01.m2,1.068146,1.765619,0.094876,0.576256,18.609754,EXTREME_ASPECT_RATIO
203288,appearance.d20719.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_a_02.m2,0.837893,1.429661,0.063541,0.482314,22.499819,EXTREME_ASPECT_RATIO
203289,appearance.d20720.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_a_02.m2,0.837893,1.429661,0.063541,0.482314,22.499819,EXTREME_ASPECT_RATIO
203291,appearance.d20722.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_short_a_01.m2,1.068146,1.765619,0.094876,0.576256,18.609754,EXTREME_ASPECT_RATIO
203292,appearance.d20723.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_a_01.m2,0.831831,1.429662,0.063541,0.550509,22.499835,EXTREME_ASPECT_RATIO
203309,appearance.d20749.s17.c2.sc6,PUBLIC,MAINHAND,item\objectcomponents\weapon\polearm_2h_bladed_a_02.m2,1.096531,2.193062,0.081019,0.275417,27.06849,EXTREME_ASPECT_RATIO
203378,appearance.d21111.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_a_02.m2,0.837893,1.429661,0.063541,0.482314,22.499819,EXTREME_ASPECT_RATIO
203379,appearance.d21112.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_standard_c_02.m2,1.16304,1.976977,0.067398,0.617843,29.332873,EXTREME_ASPECT_RATIO
203380,appearance.d21113.s15.c2.sc2,PUBLIC,RANGED,item\objectcomponents\weapon\bow_1h_short_a_01.m2,1.068146,1.765619,0.094876,0.576256,18.609754,EXTREME_ASPECT_RATIO
203385,appearance.d21192.s17.c2.sc8,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_horde_c_02.m2,0.969279,1.938548,0.117577,0.475192,16.487476,EXTREME_ASPECT_RATIO
203387,appearance.d21194.s17.c2.sc8,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_horde_c_03.m2,0.848015,1.696023,0.082715,0.420443,20.504419,EXTREME_ASPECT_RATIO
203411,appearance.d21341.s17.c2.sc10,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_d_01.m2,1.217385,2.430926,0.10459,0.536933,23.242432,EXTREME_ASPECT_RATIO
203419,appearance.d21460.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_b_04.m2,0.732804,1.448486,0.077128,0.216242,18.780287,EXTREME_ASPECT_RATIO
203423,appearance.d21513.s17.c2.sc10,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_other_c_01.m2,1.124012,2.246688,0.133526,0.504585,16.825847,EXTREME_ASPECT_RATIO
203424,appearance.d21514.s17.c2.sc10,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_other_c_01.m2,1.124012,2.246688,0.133526,0.504585,16.825847,EXTREME_ASPECT_RATIO
203432,appearance.d21555.s13.c2.sc8,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_claymore_b_02.m2,0.929642,1.859284,0.084645,0.461327,21.965668,EXTREME_ASPECT_RATIO
203470,appearance.d21775.s17.c2.sc8,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_2h_broadsword_a_01.m2,0.897979,1.795958,0.101721,0.225879,17.655725,EXTREME_ASPECT_RATIO
203493,appearance.d21968.s17.c2.sc10,PUBLIC,MAINHAND,item\objectcomponents\weapon\stave_2h_long_d_01.m2,1.217385,2.430926,0.10459,0.536933,23.242432,EXTREME_ASPECT_RATIO
203495,appearance.d22031.s17.c2.sc6,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\polearm_2h_trident_c_01.m2,1.500005,2.982529,0.094913,0.497418,31.42382,EXTREME_ASPECT_RATIO
203496,appearance.d22032.s17.c2.sc6,NONPUBLIC,MAINHAND,item\objectcomponents\weapon\polearm_2h_trident_b_01.m2,1.11926,2.238521,0.076089,0.435623,29.419772,EXTREME_ASPECT_RATIO
203504,appearance.d22079.s13.c2.sc7,PUBLIC,MAINHAND,item\objectcomponents\weapon\sword_1h_sabre_a_02.m2,0.580217,1.159211,0.066434,0.224464,17.449062,EXTREME_ASPECT_RATIO
